0, -82.5, -177.5, Ross Sea, Arctic: Within the Antarctic Circle, South Polar Gyre Current
1503, 72.5, 27.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1504, 72.5, 32.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1505, 72.5, 37.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1506, 72.5, 42.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1507, 72.5, 47.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1508, 72.5, 52.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1509, 72.5, 57.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current
1510, 72.5, 62.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current
1511, 72.5, 67.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current
1512, 72.5, 132.5, Laptev Sea, Arctic: Within the Arctic Circle, East Greenland Current
1513, 72.5, 137.5, Yana Bay, Arctic: Within the Arctic Circle, East Greenland Current
1514, 72.5, 147.5, East Siberian Sea, Arctic: Within the Arctic Circle, East Greenland Current
1515, 72.5, 152.5, East Siberian Sea, Arctic: Within the Arctic Circle, East Greenland Current
1516, 72.5, 157.5, East Siberian Sea, Arctic: Within the Arctic Circle, East Greenland Current
1517, 72.5, 162.5, East Siberian Sea, Arctic: Within the Arctic Circle, East Greenland Current
1518, 72.5, 167.5, East Siberian Sea, Arctic: Within the Arctic Circle, East Greenland Current
1519, 72.5, 172.5, East Siberian Sea, Arctic: Within the Arctic Circle, East Greenland Current
1520, 72.5, 177.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1521, 77.5, -177.5, Arctic Ocean, Arctic: Within the Arctic Circle, Siberian Coastal Current & Bouvet Gyre
1522, 77.5, -172.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1523, 77.5, -167.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1524, 77.5, -162.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1525, 77.5, -157.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1526, 77.5, -152.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1527, 77.5, -147.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1528, 77.5, -142.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1529, 77.5, -137.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current & Bouvet Gyre
1530, 77.5, -132.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1531, 77.5, -127.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current & Bouvet Gyre
1532, 77.5, -122.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current & Bouvet Gyre
1533, 77.5, -117.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1534, 77.5, -107.5, Northwest Passage, Arctic: Within the Arctic Circle, East Greenland Current & Labrador Current
1535, 77.5, -102.5, Northwest Passage, Arctic: Within the Arctic Circle, East Greenland Current & Labrador Current
1536, 77.5, -97.5, Northwest Passage, Arctic: Within the Arctic Circle, East Greenland Current & Labrador Current
1537, 77.5, -92.5, Northwest Passage, Arctic: Within the Arctic Circle, East Greenland Current & Labrador Current
1538, 77.5, -77.5, Baffin Bay, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1539, 77.5, -72.5, Baffin Bay, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1540, 77.5, -67.5, Murchison Sound, Arctic: Within the Arctic Circle, East Greenland Current
1541, 77.5, -17.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1542, 77.5, -12.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1543, 77.5, -7.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1544, 77.5, -2.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1545, 77.5, 2.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1546, 77.5, 7.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1547, 77.5, 12.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1548, 77.5, 22.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1549, 77.5, 27.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1550, 77.5, 32.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1551, 77.5, 37.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1552, 77.5, 42.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1553, 77.5, 47.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1554, 77.5, 52.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1555, 77.5, 57.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1556, 77.5, 62.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1557, 77.5, 67.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1558, 77.5, 72.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current & Norwegian Current
1559, 77.5, 77.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current & Norwegian Current
1560, 77.5, 82.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current & Norwegian Current
1561, 77.5, 87.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current & Norwegian Current
1562, 77.5, 92.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current & Norwegian Current
1563, 77.5, 97.5, Kara Sea, Arctic: Within the Arctic Circle, East Greenland Current & Norwegian Current
1564, 77.5, 102.5, Vilkitsky Strait, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1565, 77.5, 107.5, Laptev Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1566, 77.5, 112.5, Laptev Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1567, 77.5, 117.5, Laptev Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1568, 77.5, 122.5, Laptev Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1569, 77.5, 127.5, Laptev Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1570, 77.5, 132.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1571, 77.5, 137.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1572, 77.5, 142.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1573, 77.5, 147.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1574, 77.5, 152.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1575, 77.5, 157.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1576, 77.5, 162.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1577, 77.5, 167.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1578, 77.5, 172.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1579, 77.5, 177.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1580, 82.5, -177.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1581, 82.5, -172.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1582, 82.5, -167.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1583, 82.5, -162.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1584, 82.5, -157.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1585, 82.5, -152.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1586, 82.5, -147.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1587, 82.5, -142.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1588, 82.5, -137.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1589, 82.5, -132.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1590, 82.5, -127.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1591, 82.5, -122.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1592, 82.5, -117.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1593, 82.5, -112.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1594, 82.5, -107.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1595, 82.5, -102.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1596, 82.5, -97.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1597, 82.5, -92.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1598, 82.5, -87.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1599, 82.5, -82.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1600, 82.5, -57.5, Lincoln Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1601, 82.5, -52.5, Lincoln Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1602, 82.5, -47.5, Lincoln Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1603, 82.5, -17.5, Greenland Sea, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1604, 82.5, -12.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1605, 82.5, -7.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1606, 82.5, -2.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1607, 82.5, 2.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1608, 82.5, 7.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1609, 82.5, 12.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1610, 82.5, 17.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1611, 82.5, 22.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1612, 82.5, 27.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1613, 82.5, 32.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1614, 82.5, 37.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1615, 82.5, 42.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1616, 82.5, 47.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1617, 82.5, 52.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1618, 82.5, 57.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1619, 82.5, 62.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1620, 82.5, 67.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1621, 82.5, 72.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1622, 82.5, 77.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1623, 82.5, 82.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1624, 82.5, 87.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1625, 82.5, 92.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1626, 82.5, 97.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1627, 82.5, 102.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1628, 82.5, 107.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1629, 82.5, 112.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1630, 82.5, 117.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1631, 82.5, 122.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1632, 82.5, 127.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1633, 82.5, 132.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1634, 82.5, 137.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1635, 82.5, 142.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1636, 82.5, 147.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1637, 82.5, 152.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1638, 82.5, 157.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1639, 82.5, 162.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1640, 82.5, 167.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1641, 82.5, 172.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1642, 82.5, 177.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1643, 87.5, -177.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1644, 87.5, -172.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1645, 87.5, -167.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1646, 87.5, -162.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1647, 87.5, -157.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1648, 87.5, -152.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1649, 87.5, -147.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1650, 87.5, -142.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1651, 87.5, -137.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1652, 87.5, -132.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1653, 87.5, -127.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1654, 87.5, -122.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1655, 87.5, -117.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1656, 87.5, -112.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1657, 87.5, -107.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
1658, 87.5, -102.5, Arctic Ocean, Arctic: Within the Arctic Circle, Antarctic Circumpolar Current & Siberian Coastal Current
